TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Toyota Vitz  2013 F 1.0 for Sale,PKR 32.5 lacs,2013,"84,000 km",Petrol,1000 cc,Automatic,page 4,https://www.pakwheels.com/used-cars/toyota-vitz-2013-for-sale-in-lahore-11204261
Honda City  2021  for Sale,PKR 40.7 lacs,2021,"75,000 km",Petrol,1200 cc,Automatic,page 4,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-islamabad-11201836
Suzuki Alto  2021 VX for Sale,PKR 23 lacs,2021,"80,786 km",Petrol,660 cc,Manual,page 4,https://www.pakwheels.com/used-cars/suzuki-alto-2021-for-sale-in-taxila-11204238
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC for Sale,PKR 26.75 lacs,2010,"175,000 km",Petrol,1300 cc,Manual,page 4,https://www.pakwheels.com/used-cars/honda-city-2010-for-sale-in-islamabad-11204237
Honda City  2011 1.3 i-VTEC for Sale,PKR 29.75 lacs,2011,"161,811 km",Petrol,1300 cc,Manual,page 4,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-islamabad-11204222
Honda City  2013 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 31 lacs,2013,"135,000 km",Petrol,1500 cc,Automatic,page 4,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-11159566
Suzuki Cultus  2011 VXRi for Sale,PKR 12.5 lacs,2011,"100,352 km",Petrol,1000 cc,Manual,page 4,https://www.pakwheels.com/used-cars/suzuki-cultus-2011-for-sale-in-karachi-11204203
Honda BR-V  2019  for Sale,PKR 40 lacs,2019,"90,000 km",Petrol,1400 cc,Automatic,page 4,https://www.pakwheels.com/used-cars/honda-br-v-2019-for-sale-in-karachi-11201626
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 27.95 lacs,2011,"200,000 km",Petrol,1300 cc,Manual,page 4,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-lahore-11201829
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 38 lacs,2019,"63,000 km",Petrol,1300 cc,Automatic,page 4,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-11204177
Honda City 5th (GM2) Generation 2020 Aspire 1.5 i-VTEC for Sale,PKR 44 lacs,2020,"81,000 km",Petrol,1500 cc,Manual,page 4,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-narowal-11204161
Honda City  2026 1.2L CVT for Sale,PKR 49.1 lacs,2026,25 km,Petrol,1200 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-faisalabad-11189529
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 48.75 lacs,2022,"20,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11201259
Honda City  2016 Aspire 1.3 i-VTEC for Sale,PKR 37.5 lacs,2016,"93,624 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-rawalpindi-11091435
Honda City 5th (GM2) Generation 2017 1.3 i-VTEC Prosmatec for Sale,PKR 37.5 lacs,2017,"190,974 km",Petrol,1300 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-lahore-11051298
Honda City  2022 1.5L ASPIRE S CVT for Sale,PKR 51 lacs,2022,"44,844 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-islamabad-11203663
Toyota Corolla 9th (E120) Generation 2008 2.0D Saloon for Sale,PKR 33.5 lacs,2008,"206,399 km",Diesel,2000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/toyota-corolla-2008-for-sale-in-islamabad-11148255
Honda City  2018 1.3 i-VTEC for Sale,PKR 34.95 lacs,2018,"105,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11177837
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 25.75 lacs,2011,"160,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-lahore-11187156
Honda City 5th (GM2) Generation 2015 Aspire 1.3 i-VTEC for Sale,PKR 34.2 lacs,2015,"90,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-islamabad-11167592
Honda City  2006 VTEC Steermatic for Sale,PKR 21.9 lacs,2006,"180,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2006-for-sale-in-rawalpindi-8097989
Honda City  1997 EXi for Sale,PKR 6.2 lacs,1997,"100,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-1997-for-sale-in-sargodha-11203531
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 36 lacs,2018,"52,000 km",Petrol,1300 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-karachi-11176111
Honda City  2024 1.2L CVT for Sale,PKR 47.8 lacs,2024,"27,800 km",Petrol,1200 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-lahore-11204091
Honda City  2007 i-DSI for Sale,PKR 22.5 lacs,2007,"327,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-11204157
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC for Sale,PKR 29.3 lacs,2013,"180,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-islamabad-11204135
Honda City  2024 1.5L ASPIRE CVT for Sale,PKR 53.5 lacs,2024,"9,200 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-karachi-11147318
Honda City  2018 1.3 i-VTEC for Sale,PKR 34.9 lacs,2018,"80,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-lahore-11196999
Honda City  2019 1.3 i-VTEC for Sale,PKR 42.99 lacs,2019,"100,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-rawalpindi-11204115
Honda City 5th (GM2) Generation 2014 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 27.75 lacs,2014,1 km,Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11204111
MG HS  2025 PHEV for Sale,PKR 1.01 crore,2025,"19,800 km",PHEV,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/mg-hs-2025-for-sale-in-faisalabad-11204109
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 36.5 lacs,2019,"77,983 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-lahore-11204092
Toyota Corolla  2019 GLi 1.3 VVTi Special Edition for Sale,PKR 45 lacs,2019,"87,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-sukkur-11204086
Mercedes Benz M Class  2005 ML 350 for Sale,PKR 1.17 crore,2005,"165,000 km",Petrol,3500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/mercedes-benz-m-class-2005-for-sale-in-islamabad-11204072
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,PKR 27.95 lacs,2011,"200,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2011-for-sale-in-lahore-11204070
Toyota Aqua  2015 S LED Soft Leather Selection for Sale,PKR 43.95 lacs,2015,"123,000 km",Hybrid,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/toyota-aqua-2015-for-sale-in-islamabad-11179974
Honda City  1998 EXi for Sale,PKR 8.49 lacs,1998,"150,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-1998-for-sale-in-pattoki-11204058
Daihatsu Move  2015  for Sale,PKR 26 lacs,2015,"145,389 km",Petrol,660 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/daihatsu-move-2015-for-sale-in-lahore-11204055
Honda City 6th Generation 2021 1.2L M/T for Sale,PKR 41.9 lacs,2021,"35,000 km",Petrol,1200 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-lahore-11177884
Hyundai Santro  2006 Prime GV for Sale,PKR 14.5 lacs,2006,"150,000 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/hyundai-santro-2006-for-sale-in-kasur-11204038
Honda City  2008 i-DSI for Sale,PKR 21.9 lacs,2008,"233,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2008-for-sale-in-islamabad-11204033
Honda City  2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 41.5 lacs,2018,"111,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-peshawar-11204028
Honda City  2016 1.3 i-VTEC Prosmatec for Sale,PKR 37.75 lacs,2016,"90,000 km",Petrol,1300 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-islamabad-11106683
Suzuki Wagon R  2021 VXL for Sale,PKR 28.5 lacs,2021,"68,731 km",Petrol,1000 cc,Manual,page 5,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2021-for-sale-in-sialkot-11152612
Honda City  2007 i-DSI for Sale,PKR 21.75 lacs,2007,"120,000 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-rawalpindi-11204017
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 33.75 lacs,2015,"114,702 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11203050
Honda City  2021 1.3 i-VTEC for Sale,PKR 40 lacs,2021,"45,900 km",Petrol,1300 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-rahim-yar-khan-11204018
KIA Sportage  2019 FWD for Sale,PKR 61.5 lacs,2019,"93,512 km",Petrol,2000 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/kia-sportage-2019-for-sale-in-sialkot-11114094
Honda Civic  2013 VTi 1.8 i-VTEC for Sale,PKR 23.6 lacs,2013,"144,000 km",Petrol,1800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-faisalabad-11203491
Honda City  2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 42.5 lacs,2019,"68,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-11203493
Honda City  2012 1.3 i-VTEC for Sale,PKR 29.9 lacs,2012,"90,342 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-islamabad-11197021
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,PKR 36.9 lacs,2019,"82,000 km",Petrol,1300 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-karachi-11177540
Honda City  2002 EXi S for Sale,PKR 12.5 lacs,2002,"220,000 km",Petrol,1500 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2002-for-sale-in-lahore-11199041
Honda City 5th (GM2) Generation 2017 1.5 i-VTEC for Sale,PKR 37.5 lacs,2017,"63,000 km",Petrol,1500 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-rawalpindi-11203286
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 37.75 lacs,2018,"80,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-karachi-11203188
Honda City 6th Generation 2025 1.2L CVT for Sale,PKR 47.5 lacs,2025,"11,000 km",Petrol,1200 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-karachi-11203118
KIA Sportage  2020 AWD for Sale,PKR 67.5 lacs,2020,"69,000 km",Petrol,2000 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-islamabad-11203076
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,PKR 36.95 lacs,2019,"84,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-rawalpindi-11203044
KIA Picanto  2021 1.0 AT for Sale,PKR 26.5 lacs,2021,"72,000 km",Petrol,1000 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-karachi-11202927
Honda City  2014 Aspire 1.5 i-VTEC for Sale,PKR 32.25 lacs,2014,"80,000 km",Petrol,1500 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-lahore-11189773
Honda City 6th Generation 2025 1.2L CVT for Sale,PKR 50 lacs,2025,"3,090 km",Petrol,1200 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-lahore-11203755
Honda City  2013 1.3 i-VTEC for Sale,PKR 30.5 lacs,2013,"125,500 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-okara-11203137
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC for Sale,PKR 26.5 lacs,2012,"110,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2012-for-sale-in-rahim-yar-khan-11203976
Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 42.5 lacs,2018,"116,500 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-mangla-11203974
Honda City 5th (GM2) Generation 2017 Aspire 1.5 i-VTEC for Sale,PKR 36.5 lacs,2017,"115,000 km",Petrol,1500 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-faisalabad-11203965
Mitsubishi Toppo  2010 G for Sale,PKR 17.5 lacs,2010,"12,412 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/mitsubishi-toppo-2010-for-sale-in-phalia-11203953
Honda City 6th Generation 2023 1.5L ASPIRE M/T for Sale,PKR 50 lacs,2023,"7,500 km",Petrol,1500 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2023-for-sale-in-lahore-11203938
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 51.5 lacs,2022,"19,436 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-rawalpindi-11203931
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 35.75 lacs,2018,"137,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-peshawar-11203929
Toyota Corolla  2019 GLi 1.3 VVTi for Sale,PKR 49.5 lacs,2019,"73,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-bhakkar-11203924
Honda City  2018 1.3 i-VTEC for Sale,PKR 38.95 lacs,2018,"96,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-chakwal-11174895
Suzuki Mehran  2013 VX Euro II for Sale,PKR 9.99 lacs,2013,"114,000 km",Petrol,796 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-lahore-11203915
Toyota Yaris Sedan  2020 ATIV X CVT 1.5 for Sale,PKR 46.5 lacs,2020,"78,131 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/toyota-yaris-sedan-2020-for-sale-in-rawalpindi-11038024
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 37.6 lacs,2018,"66,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-faisalabad-11203905
Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 44.75 lacs,2019,"56,335 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-islamabad-11129052
Honda City  2003 EXi for Sale,PKR 12.5 lacs,2003,"56,134 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2003-for-sale-in-multan-11109100
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2018,"72,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-rawalpindi-11184633
Honda Vezel  2015 Hybrid Z Style Edition for Sale,PKR 41.1 lacs,2015,"151,000 km",Hybrid,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-vezel-2015-for-sale-in-lahore-11116905
Honda City  2017 1.3 i-VTEC for Sale,PKR 36.85 lacs,2017,"80,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-multan-11203900
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC for Sale,PKR 33.9 lacs,2016,"154,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-lahore-11197344
Suzuki Mehran  2009 VXR for Sale,PKR 7.25 lacs,2009,"96,000 km",Petrol,800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/suzuki-mehran-2009-for-sale-in-khanewal-11203892
Toyota Corolla  2013 GLi 1.3 VVTi for Sale,PKR 32.75 lacs,2013,"96,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-islamabad-11197002
Honda City  2018 1.3 i-VTEC Prosmatec for Sale,PKR 36.4 lacs,2018,"94,000 km",Petrol,1300 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-11203856
Honda City  2005 i-DSI for Sale,PKR 16.7 lacs,2005,"186,008 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-faisalabad-11203860
Honda City  2019 1.3 i-VTEC for Sale,PKR 35.5 lacs,2019,"48,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-city-2019-for-sale-in-multan-11202611
Honda City  2020 1.3 i-VTEC for Sale,PKR 38.95 lacs,2020,"85,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2020-for-sale-in-islamabad-11202707
Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,PKR 31.5 lacs,2015,"96,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-lahore-11197638
Honda City  2025 1.2L CVT for Sale,PKR 54 lacs,2025,"6,000 km",Petrol,1200 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2025-for-sale-in-islamabad-10969047
Honda City  2021 1.2L CVT for Sale,PKR 41 lacs,2021,"80,000 km",Petrol,1200 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-rawalpindi-11202012
Honda City  2023 1.5L ASPIRE CVT for Sale,PKR 48.95 lacs,2023,"50,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2023-for-sale-in-lahore-11188950
Honda Accord  2007 VTi 2.4 for Sale,Call,2007,"192,000 km",Petrol,2400 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-accord-2007-for-sale-in-islamabad-11202607
Mercedes Benz C Class  2012 C180 for Sale,PKR 76 lacs,2012,"87,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/mercedes-benz-c-class-2012-for-sale-in-lahore-11202580
Honda City  2008 i-DSI for Sale,PKR 21 lacs,2008,"284,714 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2008-for-sale-in-lahore-11058855
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 49.95 lacs,2019,"90,000 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-multan-11179146
Honda City 5th (GM2) Generation 2021 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 43.5 lacs,2021,"42,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-karachi-11192558
Honda City  2007 i-DSI for Sale,PKR 20.7 lacs,2007,"170,896 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2007-for-sale-in-lahore-11129565
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.3 i-VTEC for Sale,PKR 37 lacs,2017,"79,908 km",Petrol,1300 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-karachi-11050955
Honda City 5th (GM2) Generation 2013 Aspire 1.3 i-VTEC for Sale,PKR 29.95 lacs,2013,"127,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-lahore-11203812
Honda City 6th Generation 2024 1.5L ASPIRE CVT for Sale,PKR 57.5 lacs,2024,"59,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2024-for-sale-in-islamabad-11118541
Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 36 lacs,2015,"160,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2015-for-sale-in-islamabad-11203797
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec for Sale,PKR 33.5 lacs,2013,"91,000 km",Petrol,1300 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2013-for-sale-in-islamabad-11203794
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.5 i-VTEC for Sale,PKR 37.5 lacs,2017,"110,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-islamabad-11183713
Honda City  2005 i-DSI for Sale,PKR 15.75 lacs,2005,"80,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2005-for-sale-in-karachi-11101608
Honda City 6th Generation 2021 1.5L ASPIRE CVT for Sale,PKR 53.75 lacs,2021,"18,060 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2021-for-sale-in-islamabad-11190710
Honda City  2017 1.3 i-VTEC Prosmatec for Sale,PKR 35.5 lacs,2017,"86,000 km",Petrol,1300 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2017-for-sale-in-bahawalpur-11103138
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,PKR 41.25 lacs,2018,"74,000 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2018-for-sale-in-islamabad-11203758
Honda City  2026 1.2L CVT for Sale,PKR 49.1 lacs,2026,25 km,Petrol,1200 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2026-for-sale-in-faisalabad-11189529
Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,PKR 48.75 lacs,2022,"20,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-city-2022-for-sale-in-lahore-11201259
Honda City  2016 Aspire 1.3 i-VTEC for Sale,PKR 37.5 lacs,2016,"93,624 km",Petrol,1300 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-city-2016-for-sale-in-rawalpindi-11091435
