TITLE,PRICE,Year,Mileage,Fuel Type,Horsepower,Transmission,Page,Link
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 34 lacs,2014,"106,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11202100
Honda Civic  2001 EXi Prosmatec for Sale,PKR 16.8 lacs,2001,"199,852 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-lahore-11203994
Honda Civic  2017 1.8 i-VTEC CVT for Sale,PKR 48 lacs,2017,"125,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-11161799
Honda Civic  2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 27.5 lacs,2010,"90,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-islamabad-11203941
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55 lacs,2018,"137,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11203933
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2018,"72,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-rawalpindi-11184633
Honda Civic Reborn 2008 VTi 1.8 i-VTEC for Sale,PKR 23.7 lacs,2008,"200,000 km",Petrol,1800 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-rawalpindi-11203875
Honda Civic  2008 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.75 lacs,2008,"102,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-lahore-11203844
Honda Civic  2002 EXi Prosmatec for Sale,PKR 15.85 lacs,2002,"223,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-rawalpindi-11203835
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 54.5 lacs,2019,"73,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11203833
Honda Civic  2004 EXi Prosmatec for Sale,PKR 15.5 lacs,2004,"150,000 km",Petrol,1500 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-karachi-11112063
Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 35.5 lacs,2015,"120,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-11203456
Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 23.5 lacs,2009,"169,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-lahore-11203776
Honda Civic  2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 36.5 lacs,2014,"120,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-sialkot-11116877
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 56 lacs,2021,"78,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-dadu-11203738
Honda Civic  2004 VTi 1.6 for Sale,PKR 16 lacs,2004,"109,000 km",Petrol,1600 cc,Manual,page 5,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-multan-10999607
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 57.2 lacs,2019,"980,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-muzaffar-gargh-11203712
Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 24.5 lacs,2009,"173,000 km",Petrol,1800 cc,Automatic,page 5,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-peshawar-11203213
Honda Civic  2004 EXi Prosmatec for Sale,PKR 13.25 lacs,2004,"96,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-karachi-11203367
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 58 lacs,2021,"49,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11151090
Honda Civic  2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 28.5 lacs,2012,"142,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-11159811
Honda Civic  2013 VTi 1.8 i-VTEC for Sale,PKR 23.6 lacs,2013,"144,000 km",Petrol,1800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-faisalabad-11203491
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 33 lacs,2015,"75,200 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-11107168
Honda Civic  2005 VTi Oriel 1.6 for Sale,PKR 23.5 lacs,2005,"180,000 km",Petrol,1600 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-11196603
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.75 lacs,2021,"46,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11069262
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 33.65 lacs,2013,"130,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-11197487
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.85 lacs,2018,"86,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11198687
Honda Civic Reborn 2012 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 24 lacs,2012,"98,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-11203356
Honda Civic  2014 Oriel Prosmatec UG for Sale,PKR 36.5 lacs,2014,"116,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11203003
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 45.5 lacs,2017,"57,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11203236
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 60.55 lacs,2020,"91,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-11203693
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 44.9 lacs,2017,"101,010 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11203686
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 53 lacs,2018,"65,280 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11203673
Honda Civic Rebirth 2013 VTi 1.8 i-VTEC for Sale,PKR 28 lacs,2013,"131,631 km",Petrol,1800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-karachi-11203670
Honda Civic  1998 EXi for Sale,PKR 9.45 lacs,1998,"100,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-1998-for-sale-in-karachi-10836525
Honda Civic  2001 VTi 1.6 for Sale,PKR 10.5 lacs,2001,"100,000 km",Petrol,1600 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2001-for-sale-in-karachi-11203654
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 69 lacs,2021,"29,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11191519
Mercedes Benz CLK Class  2007 CLK200 Kompressor Cabriolet for Sale,PKR 65 lacs,2007,"103,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/mercedes-benz-clk-class-2007-for-sale-in-karachi-10862301
Honda Civic Reborn 2009 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 28.8 lacs,2009,"135,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-rawalpindi-11203596
Honda Civic  1993  for Sale,PKR 9 lacs,1993,"10,000 km",Petrol,1200 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-1993-for-sale-in-karachi-11203589
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55.65 lacs,2018,"85,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-peshawar-11203587
Honda Civic  1995 EL for Sale,PKR 8.5 lacs,1995,"330,000 km",Petrol,1300 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-1995-for-sale-in-karachi-11067619
Suzuki Every  2020 PA for Sale,PKR 26.6 lacs,2020,"36,945 km",Petrol,660 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/suzuki-every-2020-for-sale-in-karachi-11086917
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 55.2 lacs,2018,"63,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-11153689
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 54.7 lacs,2018,"80,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-mandi-bahauddin-11203569
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.75 lacs,2021,"40,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-hyderabad-11049955
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 50 lacs,2016,"131,000 km",Petrol,1800 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-11203566
Honda Civic  2019 1.5 RS Turbo for Sale,PKR 60 lacs,2019,"60,000 km",Petrol,1500 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-lahore-11201425
Honda Civic Rebirth 2016 Oriel Prosmatec UG for Sale,PKR 44 lacs,2016,"130,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11203537
Honda Civic  2002 VTi Oriel 1.6 for Sale,PKR 12.5 lacs,2002,"100,000 km",Petrol,1600 cc,Manual,page 6,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-lahore-11014485
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 34 lacs,2014,"106,000 km",Petrol,1800 cc,Automatic,page 6,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11202100
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 66.75 lacs,2022,"53,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11203149
Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.95 lacs,2016,"89,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-islamabad-11177578
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 56.5 lacs,2019,"52,341 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-karachi-11111579
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 40 lacs,2015,"125,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-11197897
Honda Civic  2004 EXi for Sale,PKR 18.8 lacs,2004,"125,132 km",Petrol,1500 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-civic-2004-for-sale-in-islamabad-11145126
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.5 lacs,2021,"65,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11202948
Honda Civic 11th Generation 2024 RS for Sale,PKR 90 lacs,2024,"39,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-peshawar-11177492
Honda Civic  2021 1.8 i-VTEC CVT for Sale,PKR 57.5 lacs,2021,"58,842 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11202768
Honda Civic 11th Generation 2025 RS for Sale,PKR 1.04 crore,2025,"9,056 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2025-for-sale-in-peshawar-11172486
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 61 lacs,2020,"70,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-peshawar-11072883
Honda Civic  2020 1.5 RS Turbo for Sale,PKR 71 lacs,2020,"50,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-peshawar-11072914
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 67.5 lacs,2021,"9,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-sargodha-11156378
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 61 lacs,2020,"65,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11203487
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 33 lacs,2015,"75,200 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-11107168
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel Prosmatec 1.6 for Sale,PKR 19 lacs,2005,"90,000 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-karachi-11203478
Honda Civic 11th Generation 2024 RS for Sale,PKR 89.5 lacs,2024,"34,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-rawalpindi-11203476
Honda Civic  2005 VTi Oriel 1.6 for Sale,PKR 23.5 lacs,2005,"180,000 km",Petrol,1600 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-11196603
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63 lacs,2021,"140,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11078514
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 30 lacs,2012,"108,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-faisalabad-11145483
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,PKR 25 lacs,2008,"250,000 km",Petrol,1800 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-peshawar-11203457
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 23 lacs,2010,125 km,Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-karachi-11203452
Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 33 lacs,2012,"164,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-islamabad-11202715
Honda Civic  2002 VTi Oriel Prosmatec 1.6 for Sale,PKR 17.35 lacs,2002,"270,000 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-lahore-11203442
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 50.5 lacs,2016,"104,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11203436
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 44.5 lacs,2017,"77,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11203430
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 63.75 lacs,2021,"46,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-karachi-11069262
Honda Civic  2002 EXi for Sale,PKR 13 lacs,2002,"138,000 km",Petrol,1500 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-karachi-11203408
Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 37.5 lacs,2015,"117,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-lahore-11203402
Honda Civic Rebirth 2013 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 33.65 lacs,2013,"130,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-11197487
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 29.8 lacs,2011,"81,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-karachi-11203370
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 49.85 lacs,2018,"86,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-11198687
Honda Civic  2007 VTi Oriel 1.8 i-VTEC for Sale,PKR 27.5 lacs,2007,"112,350 km",Petrol,1800 cc,Manual,page 7,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-lahore-11203366
Honda Civic  1999 EXi Automatic for Sale,PKR 15.5 lacs,1999,"150,000 km",Petrol,1500 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-1999-for-sale-in-peshawar-11203359
Honda Civic Reborn 2012 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 24 lacs,2012,"98,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-karachi-11203356
Honda Civic  2014 Oriel Prosmatec UG for Sale,PKR 36.5 lacs,2014,"116,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-karachi-11203003
Honda Civic 7th Generation (Facelift) 2005 VTi Prosmatec 1.6 for Sale,PKR 16 lacs,2005,"197,881 km",Petrol,1600 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-quetta-11058368
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 50.5 lacs,2017,"128,000 km",Petrol,1800 cc,Automatic,page 7,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-11203352
Honda Civic Reborn 2009 VTi Prosmatec 1.8 i-VTEC for Sale,PKR 26.75 lacs,2009,"71,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-karachi-10827134
Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,PKR 55 lacs,2017,"79,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-9940172
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 64.5 lacs,2021,"68,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-11177149
Honda Civic 11th Generation 2023 RS for Sale,PKR 85 lacs,2023,"40,000 km",Petrol,1500 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2023-for-sale-in-sialkot-11163154
Honda Civic  2007 VTi Oriel 1.8 i-VTEC for Sale,PKR 25.5 lacs,2007,"170,000 km",Petrol,1800 cc,Manual,page 8,https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-islamabad-11202512
Porsche Cayenne  2006  for Sale,PKR 90 lacs,2006,"112,000 km",Petrol,3200 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/porsche-cayenne-2006-for-sale-in-lahore-11081726
Toyota Corolla  2019 Altis Automatic 1.6 for Sale,PKR 49.95 lacs,2019,"90,000 km",Petrol,1600 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-multan-11179146
Honda Civic  2020 1.8 i-VTEC CVT for Sale,PKR 60 lacs,2020,"57,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11202400
Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,PKR 62 lacs,2020,"83,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-islamabad-11184000
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52 lacs,2018,"70,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-10793332
Honda Civic 11th Generation 2024 Oriel for Sale,PKR 87 lacs,2024,"22,045 km",Petrol,1500 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-rawalpindi-10926770
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 29.8 lacs,2011,"82,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2011-for-sale-in-karachi-11156096
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,PKR 52.5 lacs,2018,"95,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-islamabad-11203345
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,PKR 57.5 lacs,2019,"50,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-islamabad-11109247
Honda Civic  2016 1.8 i-VTEC CVT for Sale,PKR 41.9 lacs,2016,"160,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-11203276
Honda Civic  2017 Turbo 1.5 VTEC CVT for Sale,PKR 45.5 lacs,2017,"57,000 km",Petrol,1500 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-11203236
Toyota Corolla  2012 Altis SR Cruisetronic 1.6 for Sale,PKR 40 lacs,2012,"100,000 km",Petrol,1600 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-peshawar-11203201
Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,PKR 69 lacs,2021,"35,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-rawalpindi-11203191
Honda Civic Reborn 2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 25 lacs,2006,"150,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-peshawar-11203179
Honda Civic Rebirth 2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 40.8 lacs,2016,"87,100 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-11203160
Honda Civic Rebirth 2014 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,PKR 37.95 lacs,2014,"170,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-islamabad-11203159
Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,PKR 66.75 lacs,2022,"53,000 km",Petrol,1800 cc,Automatic,page 8,https://www.pakwheels.com/used-cars/honda-civic-2022-for-sale-in-karachi-11203149
